,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0,massa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,hamilton,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,raikkonen,3,3,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,alonso,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,7,6,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,kubica,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,2,2,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,heidfeld,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,3,3,2,1,1,13,15,15,15,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,coulthard,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,5,10,8,8,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,kovalainen,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,11,11,9,9,7,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8,rosberg,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,6,5,4,4,9,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9,barrichello,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,11,13,13,13,11,11,11,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
10,button,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,9,9,8,7,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,14,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
11,fisichella,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,10,10,9,8,12,12,12,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,10,10,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,0
12,sato,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,11,10,9,7,7,8,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9,9,8,7,7,7,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,0
13,speed,14,14,14,14,14,14,14,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,liuzzi,15,15,16,16,16,16,15,15,14,13,13,13,13,13,13,13,13,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,webber,16,16,15,15,15,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,sutil,17,18,18,19,19,19,18,17,16,15,15,15,15,15,15,15,15,15,14,14,14,13,13,15,14,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0
17,davidson,18,17,17,17,17,17,16,16,15,14,14,14,14,14,14,14,14,14,12,12,12,10,10,10,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
18,trulli,19,19,19,18,18,18,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,albers,20,20,20,20,20,20,19,18,17,16,16,16,16,16,16,16,16,16,15,15,15,14,14,14,15,14,14,14,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,15,15,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0
20,ralf_schumacher,21,21,21,21,21,21,21,20,19,17,17,17,17,17,17,17,17,17,16,16,16,15,15,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
