,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
2,884.0,3.0,rosberg,6.0,1.0,Finished,94590.0,185713.0,276901.0,367572.0,458636.0,549515.0,640655.0,731444.0,822387.0,915779.0,1021739.0,1111980.0,1204854.0,1295646.0,1387559.0,1478553.0,1569297.0,1659861.0,1750964.0,1842521.0,1934434.0,2027009.0,2119570.0,2212225.0,2304336.0,2396972.0,2491526.0,2599446.0,2689145.0,2779886.0,2870378.0,2960822.0,3051380.0,3141257.0,3231298.0,3322587.0,3413973.0,3505687.0,3597530.0,3689120.0,3780873.0,3872519.0,3962859.0,4053064.0,4143129.0,4233155.0,4325520.0,4431403.0,4520462.0,4609778.0,4699292.0,4787802.0,4876762.0,4965750.0,5053470.0,5141061.0,5228667.0,5316262.0,5404194.0,5492265.0,5580820.0,5669920.0,5759499.0,5848392.0,5936490.0,6024616.0
9,884.0,20.0,vettel,4.0,1.0,Finished,95032.0,186280.0,277586.0,368377.0,459350.0,550324.0,641478.0,732540.0,823387.0,917112.0,1022746.0,1112893.0,1202663.0,1291907.0,1381691.0,1471781.0,1561780.0,1651895.0,1742106.0,1832382.0,1922563.0,2013333.0,2104963.0,2199508.0,2304479.0,2393816.0,2483433.0,2572636.0,2662142.0,2751754.0,2841583.0,2932408.0,3023847.0,3113477.0,3202681.0,3292438.0,3382950.0,3473517.0,3567290.0,3672025.0,3760967.0,3849639.0,3938475.0,4027668.0,4117220.0,4206771.0,4295967.0,4384908.0,4474064.0,4563177.0,4655248.0,4758433.0,4846185.0,4933655.0,5020691.0,5108060.0,5195148.0,5282875.0,5370137.0,5458300.0,5546731.0,5635646.0,5724929.0,5814736.0,5904414.0,5994869.0
3,884.0,4.0,alonso,1.0,1.0,Finished,95662.0,186814.0,278331.0,368977.0,459893.0,550959.0,642024.0,733281.0,826957.0,931708.0,1022366.0,1112455.0,1201560.0,1290263.0,1379767.0,1469353.0,1558752.0,1648142.0,1737980.0,1828304.0,1921721.0,2027142.0,2114873.0,2203123.0,2291211.0,2379655.0,2468175.0,2556721.0,2645149.0,2734149.0,2823351.0,2912499.0,3002495.0,3092200.0,3182193.0,3275511.0,3379434.0,3467321.0,3554761.0,3643008.0,3730825.0,3819199.0,3907843.0,3996133.0,4084662.0,4173120.0,4261730.0,4350310.0,4442376.0,4544264.0,4631037.0,4718283.0,4804964.0,4892494.0,4979696.0,5067523.0,5155325.0,5243356.0,5331606.0,5420455.0,5508646.0,5596636.0,5685360.0,5774571.0,5863985.0,5956596.0
1,884.0,1.0,hamilton,12.0,11.0,+1 Lap,96328.0,187393.0,278839.0,369920.0,461108.0,552800.0,645052.0,737510.0,832052.0,942234.0,1033874.0,1124334.0,1215123.0,1305443.0,1397329.0,1488046.0,1579087.0,1670551.0,1762621.0,1856301.0,1948587.0,2040821.0,2133820.0,2228616.0,2326953.0,2436438.0,2527820.0,2617681.0,2707531.0,2796771.0,2886572.0,2977100.0,3067693.0,3158258.0,3248304.0,3340978.0,3446995.0,3536246.0,3624775.0,3714759.0,3804253.0,3893996.0,3983926.0,4073768.0,4163041.0,4252365.0,4341920.0,4436001.0,4526533.0,4621200.0,4729215.0,4819033.0,4906928.0,4995033.0,5083056.0,5171066.0,5258990.0,5347645.0,5435566.0,5523634.0,5611639.0,5700206.0,5789263.0,5878107.0,5967565.0,
4,884.0,8.0,raikkonen,2.0,1.0,Finished,96831.0,187832.0,279337.0,370320.0,461640.0,553335.0,644202.0,734559.0,825470.0,918498.0,1025437.0,1115028.0,1205217.0,1296077.0,1385795.0,1475417.0,1565169.0,1655013.0,1745043.0,1835659.0,1925369.0,2015454.0,2105726.0,2197307.0,2287132.0,2380617.0,2486105.0,2574578.0,2663194.0,2752414.0,2842133.0,2932941.0,3021973.0,3110849.0,3200025.0,3289314.0,3377635.0,3467071.0,3556816.0,3646088.0,3735716.0,3825623.0,3915945.0,4005846.0,4098697.0,4202618.0,4289375.0,4377463.0,4464981.0,4552282.0,4640340.0,4728422.0,4816304.0,4904315.0,4992408.0,5080687.0,5168892.0,5257028.0,5345281.0,5433254.0,5521085.0,5609114.0,5697881.0,5786664.0,5875793.0,5965934.0
14,884.0,815.0,perez,9.0,1.0,Finished,98000.0,189909.0,281233.0,372235.0,463430.0,554891.0,646314.0,738135.0,830125.0,925126.0,1031066.0,1121267.0,1211359.0,1301421.0,1392031.0,1482863.0,1574499.0,1667103.0,1759279.0,1851589.0,1944218.0,2036540.0,2131721.0,2238122.0,2327405.0,2416684.0,2506753.0,2597778.0,2688430.0,2779582.0,2871846.0,2964705.0,3055927.0,3146798.0,3237293.0,3328007.0,3419914.0,3515909.0,3620828.0,3709144.0,3797493.0,3886241.0,3975146.0,4064133.0,4153030.0,4242506.0,4332014.0,4422360.0,4512139.0,4604453.0,4709054.0,4796734.0,4884228.0,4971779.0,5059030.0,5146535.0,5234670.0,5323383.0,5411949.0,5501001.0,5590004.0,5678969.0,5767627.0,5856477.0,5946777.0,6038334.0
5,884.0,13.0,massa,3.0,1.0,Finished,98200.0,188539.0,279714.0,370761.0,462146.0,553869.0,645339.0,739161.0,844733.0,933511.0,1023402.0,1113682.0,1204046.0,1293375.0,1383326.0,1473288.0,1563623.0,1653603.0,1744297.0,1837791.0,1942471.0,2030603.0,2119666.0,2208341.0,2297344.0,2386259.0,2475231.0,2564889.0,2654671.0,2744873.0,2834597.0,2924693.0,3015267.0,3106160.0,3196936.0,3290698.0,3394438.0,3481975.0,3569929.0,3658427.0,3747787.0,3836106.0,3924721.0,4013187.0,4102209.0,4191486.0,4280876.0,4370345.0,4459946.0,4549788.0,4642422.0,4745113.0,4831936.0,4918887.0,5006249.0,5092643.0,5179952.0,5266956.0,5354565.0,5442399.0,5531541.0,5620620.0,5710952.0,5801109.0,5891340.0,5982645.0
6,884.0,16.0,sutil,13.0,11.0,+1 Lap,98939.0,190682.0,282040.0,373320.0,464354.0,555804.0,647186.0,741400.0,902515.0,990760.0,1079478.0,1168433.0,1258550.0,1348879.0,1439609.0,1529880.0,1620614.0,1711811.0,1802668.0,1894158.0,1985725.0,2081028.0,2188140.0,2277029.0,2366915.0,2456004.0,2545179.0,2634690.0,2724398.0,2814516.0,2904845.0,2995502.0,3085290.0,3175781.0,3267444.0,3359934.0,3465144.0,3551708.0,3639498.0,3728842.0,3817317.0,3904888.0,3993393.0,4082017.0,4171078.0,4260140.0,4351566.0,4441189.0,4533037.0,4643296.0,4731964.0,4819842.0,4907694.0,4995811.0,5083909.0,5171745.0,5260164.0,5348397.0,5436620.0,5525024.0,5612855.0,5701106.0,5789841.0,5879031.0,5968040.0,
10,884.0,154.0,grosjean,22.0,22.0,Suspension,99396.0,191306.0,282938.0,374164.0,465300.0,556705.0,648070.0,779356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,884.0,814.0,resta,7.0,1.0,Finished,99883.0,191949.0,283541.0,374774.0,466021.0,557496.0,649007.0,740563.0,834582.0,942530.0,1032569.0,1122678.0,1213137.0,1303365.0,1394233.0,1484945.0,1576157.0,1668246.0,1763840.0,1871719.0,1961683.0,2051632.0,2141663.0,2231660.0,2322168.0,2412685.0,2502997.0,2593376.0,2683810.0,2774717.0,2865461.0,2956221.0,3046733.0,3137935.0,3228862.0,3320121.0,3411352.0,3505173.0,3612928.0,3703079.0,3791823.0,3880858.0,3969267.0,4058110.0,4146874.0,4236211.0,4325835.0,4415208.0,4504224.0,4593060.0,4682279.0,4772035.0,4864052.0,4967266.0,5054042.0,5141993.0,5229532.0,5317137.0,5405018.0,5493286.0,5581589.0,5670346.0,5759926.0,5849538.0,5937652.0,6025584.0
7,884.0,17.0,webber,5.0,1.0,Finished,100257.0,192466.0,283973.0,375377.0,466812.0,558395.0,652471.0,757931.0,847698.0,936983.0,1027342.0,1117408.0,1207921.0,1298866.0,1390674.0,1481898.0,1573935.0,1666157.0,1758130.0,1852948.0,1956983.0,2046028.0,2134495.0,2226004.0,2314244.0,2403560.0,2493447.0,2582828.0,2672854.0,2763034.0,2853546.0,2944438.0,3035564.0,3127080.0,3218720.0,3313940.0,3418276.0,3505879.0,3593146.0,3681522.0,3770205.0,3858784.0,3947679.0,4036641.0,4125674.0,4214951.0,4304946.0,4395150.0,4485541.0,4579282.0,4682439.0,4769932.0,4857089.0,4944775.0,5031792.0,5119244.0,5207057.0,5294904.0,5382794.0,5471777.0,5560754.0,5650101.0,5738408.0,5826672.0,5915486.0,6004559.0
16,884.0,818.0,vergne,20.0,3.0,Accident,100925.0,194605.0,286340.0,377696.0,469366.0,561074.0,652800.0,744353.0,838652.0,946812.0,1037127.0,1128406.0,1219388.0,1309607.0,1400633.0,1491730.0,1582953.0,1675564.0,1767578.0,1862596.0,1968960.0,2059547.0,2148641.0,2239534.0,2329630.0,2419773.0,2510052.0,2601885.0,2692641.0,2783366.0,2874023.0,2965534.0,3056770.0,3152181.0,3262946.0,3352636.0,3483933.0,3601537.0,3690528.0,3781187.0,3869418.0,3958340.0,4047574.0,4136072.0,4224767.0,4314164.0,4403334.0,4492752.0,4582664.0,4672537.0,4762837.0,4856042.0,,,,,,,,,,,,,,
11,884.0,807.0,hulkenberg,15.0,11.0,+1 Lap,101552.0,193334.0,285032.0,376286.0,467804.0,559013.0,650694.0,744813.0,852627.0,943822.0,1034652.0,1125340.0,1216934.0,1308227.0,1399284.0,1490462.0,1581821.0,1672788.0,1764006.0,1856904.0,1951954.0,2057101.0,2147009.0,2236519.0,2326314.0,2416076.0,2506068.0,2596977.0,2687051.0,2777957.0,2868776.0,2959768.0,3050968.0,3145816.0,3259178.0,3368316.0,3457171.0,3548908.0,3664713.0,3753906.0,3843014.0,3933092.0,4022878.0,4112183.0,4201054.0,4291961.0,4381097.0,4470392.0,4559656.0,4648991.0,4738468.0,4828294.0,4923022.0,5028125.0,5115441.0,5202559.0,5289249.0,5375835.0,5462425.0,5549082.0,5636174.0,5725328.0,5812274.0,5899159.0,5987162.0,
15,884.0,817.0,ricciardo,10.0,11.0,+1 Lap,101943.0,194019.0,285576.0,376889.0,468447.0,559876.0,651335.0,743149.0,834579.0,928886.0,1035240.0,1125700.0,1215609.0,1305868.0,1395715.0,1486036.0,1576658.0,1668583.0,1759855.0,1852214.0,1945025.0,2037240.0,2129984.0,2225102.0,2332434.0,2421338.0,2510411.0,2600789.0,2690621.0,2780774.0,2872277.0,2963096.0,3053472.0,3144498.0,3235605.0,3327049.0,3419482.0,3512651.0,3608041.0,3713679.0,3802390.0,3891132.0,3980132.0,4069089.0,4157715.0,4246421.0,4335099.0,4424201.0,4513096.0,4602326.0,4692843.0,4799373.0,4887808.0,4976131.0,5064214.0,5152496.0,5241337.0,5330239.0,5421335.0,5510760.0,5600288.0,5690374.0,5780604.0,5871081.0,5962402.0,
12,884.0,813.0,maldonado,14.0,11.0,+1 Lap,102539.0,195318.0,287032.0,378396.0,470225.0,562098.0,654161.0,748723.0,854824.0,945786.0,1036541.0,1127628.0,1221182.0,1322660.0,1414837.0,1506799.0,1598391.0,1690450.0,1782757.0,1877998.0,1985946.0,2074167.0,2163835.0,2253578.0,2343897.0,2435994.0,2527402.0,2619961.0,2710834.0,2801738.0,2892494.0,2984211.0,3075989.0,3167801.0,3262985.0,3369962.0,3459007.0,3548282.0,3637822.0,3727559.0,3816961.0,3908794.0,3998369.0,4088319.0,4178473.0,4268520.0,4358341.0,4448311.0,4538488.0,4628294.0,4719493.0,4809623.0,4902706.0,5008706.0,5097235.0,5185084.0,5273179.0,5361722.0,5450784.0,5539729.0,5629011.0,5718301.0,5807988.0,5896869.0,5985740.0,
19,884.0,821.0,gutierrez,11.0,11.0,+1 Lap,103136.0,196081.0,287863.0,378995.0,470784.0,562655.0,654759.0,747024.0,837854.0,928493.0,1019504.0,1110022.0,1203777.0,1312814.0,1402559.0,1492494.0,1583537.0,1674657.0,1765137.0,1857290.0,1949682.0,2041241.0,2134215.0,2225717.0,2317255.0,2408288.0,2498817.0,2592572.0,2697610.0,2785497.0,2874537.0,2965969.0,3057074.0,3148312.0,3238218.0,3328866.0,3420527.0,3513661.0,3605660.0,3696282.0,3788787.0,3883090.0,3988882.0,4077249.0,4165750.0,4254720.0,4343550.0,4433231.0,4522501.0,4611956.0,4701952.0,4791214.0,4880218.0,4974077.0,5076986.0,5163203.0,5249525.0,5336090.0,5423576.0,5511881.0,5600843.0,5690950.0,5781192.0,5871530.0,5962706.0,
8,884.0,18.0,button,8.0,1.0,Finished,103457.0,196571.0,288734.0,380375.0,472299.0,564486.0,656763.0,749090.0,841050.0,933418.0,1029567.0,1135420.0,1225281.0,1315887.0,1406430.0,1497327.0,1587997.0,1679336.0,1771115.0,1863170.0,1954450.0,2045848.0,2137732.0,2229218.0,2320836.0,2412159.0,2504552.0,2599276.0,2703851.0,2793272.0,2882751.0,2972596.0,3062655.0,3152623.0,3242753.0,3332946.0,3424084.0,3515477.0,3606039.0,3696750.0,3786935.0,3877099.0,3967566.0,4057733.0,4149179.0,4243578.0,4348020.0,4437095.0,4526657.0,4615692.0,4704174.0,4792646.0,4880853.0,4969493.0,5057450.0,5145773.0,5234109.0,5322380.0,5411356.0,5500342.0,5589153.0,5678318.0,5766919.0,5855860.0,5945294.0,6036102.0
20,884.0,822.0,bottas,16.0,11.0,+1 Lap,103731.0,197753.0,290039.0,381836.0,473741.0,566217.0,658857.0,751846.0,847603.0,956655.0,1047072.0,1138416.0,1230291.0,1321727.0,1414254.0,1505778.0,1597123.0,1688482.0,1780094.0,1873536.0,1965738.0,2059435.0,2152917.0,2246346.0,2343085.0,2450814.0,2540561.0,2630442.0,2720394.0,2810449.0,2900897.0,2991978.0,3083140.0,3174999.0,3267042.0,3359600.0,3451965.0,3544058.0,3636100.0,3729969.0,3823566.0,3917400.0,4013336.0,4120717.0,4211279.0,4301675.0,4391428.0,4481847.0,4572014.0,4662635.0,4753300.0,4844159.0,4936419.0,5027747.0,5120467.0,5211672.0,5302944.0,5393920.0,5485019.0,5575904.0,5666538.0,5757680.0,5851319.0,5943032.0,6035040.0,
21,884.0,823.0,garde,21.0,36.0,Wheel,103934.0,197215.0,289566.0,381378.0,473275.0,565743.0,658314.0,751034.0,846811.0,956073.0,1046670.0,1137967.0,1229491.0,1321284.0,1413908.0,1508406.0,1601310.0,1694178.0,1787702.0,1884979.0,2098166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,884.0,820.0,chilton,19.0,12.0,+2 Laps,104371.0,198652.0,291774.0,384627.0,477635.0,570493.0,663986.0,757334.0,851569.0,948015.0,1042770.0,1137469.0,1234531.0,1330147.0,1429613.0,1543630.0,1634722.0,1725615.0,1816844.0,1908478.0,1999921.0,2091429.0,2183697.0,2276449.0,2370336.0,2463286.0,2556510.0,2650582.0,2746707.0,2843888.0,2952464.0,3041554.0,3131723.0,3221431.0,3312158.0,3402913.0,3494393.0,3586226.0,3678355.0,3769845.0,3862428.0,3955083.0,4047398.0,4140481.0,4234832.0,4329443.0,4427255.0,4535077.0,4623088.0,4712889.0,4802294.0,4891996.0,4982230.0,5072239.0,5161586.0,5252347.0,5342225.0,5433922.0,5526951.0,5618576.0,5710091.0,5803240.0,5894628.0,5988230.0,,
22,884.0,824.0,jules_bianchi,18.0,12.0,+2 Laps,104822.0,203430.0,322117.0,413232.0,504306.0,595435.0,687162.0,778857.0,872170.0,964446.0,1056958.0,1149192.0,1241565.0,1334615.0,1428401.0,1524856.0,1633499.0,1723886.0,1814568.0,1905240.0,1996328.0,2087074.0,2178319.0,2269528.0,2360662.0,2453242.0,2544883.0,2638613.0,2733558.0,2841043.0,2933435.0,3024667.0,3114608.0,3204502.0,3294839.0,3385301.0,3475677.0,3566649.0,3657289.0,3749756.0,3841404.0,3932992.0,4026175.0,4119643.0,4212826.0,4309926.0,4418632.0,4507949.0,4597471.0,4687120.0,4776434.0,4865790.0,4955348.0,5044620.0,5133504.0,5223052.0,5312343.0,5402434.0,5495417.0,5586694.0,5680501.0,5773569.0,5867945.0,5960860.0,,
17,884.0,819.0,pic,17.0,11.0,+1 Lap,105027.0,199312.0,292753.0,385521.0,478299.0,571123.0,664505.0,760946.0,868415.0,958898.0,1049909.0,1141262.0,1233220.0,1324917.0,1416938.0,1509484.0,1602136.0,1695009.0,1788338.0,1882751.0,1976786.0,2070071.0,2166876.0,2276625.0,2366763.0,2458152.0,2549003.0,2639955.0,2731511.0,2822487.0,2915362.0,3007750.0,3101106.0,3192643.0,3284347.0,3376509.0,3470719.0,3563058.0,3655514.0,3747686.0,3843956.0,3952742.0,4042104.0,4132044.0,4221854.0,4311949.0,4401743.0,4491645.0,4581704.0,4671804.0,4762136.0,4851955.0,4942126.0,5033322.0,5123644.0,5214144.0,5304714.0,5395210.0,5486180.0,5577502.0,5667928.0,5758558.0,5852055.0,5944338.0,6037441.0,
